1	2	3
26734.8	11815.3	12193.5
65487.8	29976.5	27128.6
39019.7	16143.2	19072.7
18706.2	8815.9	8326.0
57454.8	24623.6	25437.4
6951.0	2965.1	3151.1
21105.0	9898.5	9381.9
62052.3	27788.4	28240.1
14064.8	6270.6	6532.2
33716.0	14665.5	15435.1
48831.7	20596.0	21795.6
15488.5	6436.2	7099.6
31752.0	14572.4	14509.5
18138.3	8263.1	7639.9
11012.9	5079.7	4446.0
15137.9	7130.5	6356.7
7213.9	3327.8	3509.7
160820.1	71205.0	69784.6
21193.2	8201.3	10018.7
15018.5	6445.5	6624.6
46770.8	20553.3	21223.6
23036.3	10814.5	10151.3
41869.6	18709.2	17512.1
131061.3	56185.2	59473.8
41385.0	18099.6	17524.5
24003.7	10213.9	10760.9
15981.9	7569.8	6774.7
48926.4	21962.3	20268.2
27379.8	12130.4	12120.1
12550.2	5951.3	5199.3
10872.9	4848.9	4549.9
161853.3	72610.6	69250.8
18200.4	8401.8	7952.3
55833.4	25557.4	23202.1
52471.9	21409.8	24464.8
119616.8	52449.9	53158.8
41935.6	18607.9	18568.2
9157.3	3743.6	3792.6
78327.3	34618.7	34323.8
25912.0	12705.8	10727.1
20817.9	8656.5	9692.6
21436.7	9665.1	9387.0
140943.1	60212.2	62662.1
25618.0	11712.9	11152.9
31081.0	12971.7	14317.8
38267.3	16481.8	17342.0
36546.9	15970.3	16297.7
16627.2	7094.0	7511.9
11218.4	3983.5	5739.0
63653.2	28207.1	28161.0
89018.2	38954.1	38288.0
42432.6	17634.3	19401.2
14778.4	6994.0	6621.5
10449.1	4223.9	4782.2
29855.7	13086.8	13544.4
15820.2	6821.4	7386.5
23374.9	10450.6	9775.3
27704.9	12147.0	11635.8
31424.0	12817.2	14438.4
39319.4	17366.3	17452.7
38149.6	16725.0	16479.9
34202.1	14717.9	15226.6
103989.2	46900.3	45459.8
35255.3	15606.9	15578.1
12694.7	5794.1	4816.5
17126.3	8404.6	7081.3
218233.7	94597.9	99025.4
181872.2	79760.7	80466.6
